"sentiment","hate_speech","language","content"
"neu","none","german","ein grundproblem sehe ich substanziell in der \"indoktrination\" , die in jeder kultur schon früh beginnt und auch verinnerlicht wird , es hat was von geheimwissen von clans zu tun , die ihre verletzten gefühle als menschen damit zu schützen suchen , bevor es zu einer aussprache erst richtg gekommen wäre oder ist . das bedeutet auch , dass tiefe verletzungen , als unrecht im herzen und der erinnerung lebendig bleiben , aber eigentlich nur innerhalb \"des clans\" als objektives erleben , der dieses alleinige unrechtsbewusstsein für sich in anspruch nimmt , aus dem tatsächlich erlebten unrecht . der \"schuldige\" hat immer ein natürliches gefühl des moralisch unterlegenen , was auch innerhalb von \"clans\" sich festigen und herausbilden kann . ein grundzug ist sicherlich die nahezu ungebreifbare verfolgung von juden , seit urzeiten , die ja manchmal ausserirdisch irrational anmutet  , da doch die menschlichsten impulse immer aus dem judentum kamen und immer noch kommen . 

welche rolle aber spielt jesus , der jude war , zur bittersten zeit durch die unterjochung durch die römer und die jahrhunderte daraus entstandene staatsreligion des christentums durch konstantin etwa 330 nach jesu geburt und wie wird dieser grundtenor des christlichen abendlandes sprachlich auch heute noch so koordiniert , dass schon früh ein stiller antijudaismus fast unbemerkt ins bewusstsein des gewöhnlichen menschen eingewoben wird , der weder die geschichte richtig kennt , noch die heiligen schriften , noch das judentum an sich versteht , sondern dazu gebracht wird , irrtümern zu folgen und das leben danach auszurichten , obwohl die geschichte doch eine klar pro-jüdische ist ?! philo von alexandrien äusserte einmal den gedanken , die grausamkeit der römer wäre an der grössten katastrophe des judentums mit der massiven zersetzung der jüdischen kultur schuld , später auch dem herz der jüdischen anbetung und des kulturellen lebens , dem haus der anbetung , dem tempel , worin die katastrophe kulminierte . ein tiefes trauma in der erinnernug \"des volkes\" , wie jedes einzelnen juden , das sich daraus , aus der gesamtheit des erlebeten verlustes und tiefen schmerzes bis heute verfestigt hat . 

wer koordiniert nach welcher massgabe den jungen menschen heute ihre denkinhalte , die einfach oft nicht stimmen ?! jesu weltbild war das eines orthodoxen rabbiners , denn er kannte kein christentum , seine lehrbücher waren \"die alten schriften\" , auch wenn er mit einigen romfreunden seiner führung hart ins gericht ging . dass unter dem stiefel der römer auch judenfeindliche inhalte eingeflossen sind oder sein mussten , kann doch nicht über die innere logik und jesu sozialisation hinwegtäuschen , alle seine jünger waren auch juden , die verstanden wovon er sprach .  er war auch nicht gegen das mosaische gesetz und den templedienst , denn er stritt für den tempel , den er \"das haus seines vaters\" nannte , die anklage beruht auf falschen zeugen , nachlesbar auch in apostelgeschichte kapitel 6 vers 13 . paulus , der jesus nicht kannte , aber auch orthodoxer rabbiner war , römischer staatsbürger und in der philosophie der griechen gut bewandert , weitete jesu botschaft mit seinen möglichkeiten weiter aus . 

darin sehe ich ein grundproblem in dem verständnis der kulturen überhaupt , hier paul celan und heidegger , die ihre eigenen wege gegangen sind . 

doch was sind die nachvollziehbaren grundlagen für einen authentischen glauben , ein echtes verständnis , denn wir sind auf WORTE angewiesen , da sie entweder gesprochen oder geschrieben sind ? also wie hoch ist der obejektive wahrheitsgehalt IN den worten und wie weit wird die eigene psychologie damit subtil verwoben ?! selbsterkenntnis ist immer ein sehr langer und schwieriger prozess , der aber immer leichter wird , je mehr wahrheitsgehalt worte haben , ganz nach jesu lehre : \" Die Wahrheit wird euch freimachen !\"  (Yochanan 8 : 32 ) auch : Gnothi seauton ! ICH sage : Alles Gute braucht Zeit und Raum . Yeshua sprach vom kleinsten Samen , der irgendwann ein Baum werden soll oder wird ."
"neu","none","german","Auf der Cross-Strecke ist dieser Stiefel ein muss. Genauso beim Enduro fahren. Ohne diese Stiefel würden unter den Belastungen innerhalb kürzester Zeit alle Bänder aufgeben. Zudem hast du beim kleinsten Sturz die größten Brüche."
"neu","none","german","würdest du auch eines in auftrag nehmen?! würde gerne sowas an meinen 1/10 rc drifter einbauen nun es sind alle module so schwach"
"neg","hate","german","Wie wäre es die Ausländer die an Silvester randalieren rauszuschmeißen 👍"
"neu","none","german","gdkslixkdkdk jskskdk Die 2 Ideen sind nicht schlecht werde ich mal gucken"
"neg","off","german","Er meint diesen anderen roten.... Das wir nicht Tim Gabel du idiot"
"neu","none","german","BayernModder Genau, und ich finde den Bayern RTW sehr hässlich und langweilig, den Tigis Europa hingegen schick sowie innovativ. Meiner Meinung nach definitiv ein Schritt nach vorn beim Thema Sondersignalanlage. <br><br>So oft wird über Fahrzeuge hier gemeckert: &quot;Ach, der hat ja nur 4 Blaulichter&quot;, kaum ist es Mal etwas anders und man versucht es einem Recht zu machen, aber das wird wohl nie klappen :D"
"neu","off","german","@Andre Schiller bastard Modhub LS17 unter Modcontest"
"neu","none","english","like 12-15k"
"neu","none","german","@@Turkish_Butcher Wenn Du Schon Sagst Das Kommt Aus Der Türkei Heißt Es Nicht ,dass Es Ein Türke Erfunden Hatt,Weil In Der Türkei Leben Etwa 35 Mio Kurden Und 10 Mio Restliche Armener Griechen Usw... Also Es Hatt Ein Kurde Aus Der Türkei Erfunden Und Kein Türke . Das OSMANISCHEREICH Bestand Auch Nicht Nur Von Türken Also 😂😂😂😂"
"neu","none","english","I just remember how ugly I am and do it again😂😂. The longer you hold it the faster it&#39;ll come to you."
"pos","none","english","Beat was lit asf bruh. Drums are heat on this one❤️loving the dope Waves tho🌊. Keep grinding !!😤"
"neu","none","german","Wann kommt das nächste Video??"
"neg","off","german","@Ich Bins Guck ma. Prinzipiell hätten die zwei das Ganze auch privat unter sich klären können und diese Diskussion hier in den Kommentaren wäre nie entstanden. So. Da gewisse Personen es allerdings nicht schaffen, ein Battle innerhalb der Runde zu lassen und dann mit einem, in meinen Augen, echt peinlichen <a href=\"http://www.youtube.com/results?search_query=%23snitchesgetsnitched\">#snitchesgetsnitched</a> gegen IZ zu schiessen und ihm zu unterstellen, dass er mich ausnutzt etc, ist echt hart behindert. <br>Und wenn ich so schon mitbekomme, dass eine Person, die sich mir gegenüber immer korrekt verhalten hat, alleine im Streit gegen x-Leute steht.. Ich bin nunmal ein loyaler Mensch und schalte bei sowas recht schnell. <br><br>Letztes Statement hier, ich geh frühstücken."
"neg","hate","german","Und ihr Volksverräter und Verbrecher Bande von Regierung nicht!."
"neg","none","german","er ist zu arm für Skins"
"neu","none","german","Da wurde der Eimer aber einmal komplett rumgereicht, was zum Teufel..."
"pos","none","german","Bitte :)"
"neg","hate","german","@@hansmustermann6524 <br>Das ich nicht lache, &quot;HANSWURST“!<br>Gegen die Juden hattet Ihr leichtes Spiel. Aber die Türken würden Euch zermalmen! Ich zitiere den Politologen &quot;George Friedman“ :"
"pos","none","english","German funny"
"pos","none","german","Schwarzer Rauch ist ein Zeichen von Bissigkeit!!! :-)"
"neg","none","german","💥💥💥💥Ist das alles was Deutschland an freestylern hat. Erbärmlich"
"neu","none","english","I would love to see a 03 seat, 03 pedals, fully enclosed model. Like a family rider. And underseat steering for my disability needs. That would be my dream vehicle for sure."
"neu","none","german","Ich finde das nicht gut. Sie optimieren ist OK, solange sie dann 60 kmh rennt ... nur die Frisierheinis sind auch selbst Schuld daran, dass die Rennleitung so scharf auf sie ist. Dazu bringen sie die Leute mit in Verruf, die ihr Moped original und nicht frisiert haben. Also... wer sie schnell macht muss sie anmelden und zum TÜV. Daher eher peinlich und keine Absolution für das Video!"
"neg","hate","english","Fights? More like gay"
"pos","none","german","LoL und Minecraft könnte man theoretisch auch mit der integrierten grafikeinheit eines Prozessors wie zum Beispiel dem i5 7500 gut spielen, weshalb man sich dann für 500 euro einen besseren PC zusammenstellen könnte der für LoL und Minecraft reichen sollte und später kann man sich dann ja noch eine Grafikkarte dazukaufen. Wenn ihr also keine sehr Grafiklastigen Spiele spielen wollt, wäre das eine gute Alternative :D"
"pos","none","german","Geiles Video! Hat mir richtig gut gefallen👌👌👌"
"neg","off","english","Bitch move. Amazing lap
New subscrber"
"neg","none","german","Penner klicke"
"pos","none","german","AHAHAHA die Frau so AAAA BOZE DRAGI😂😂😂"
"neg","off","english","Hi I'm max kordek and I want your money idiots xd"
"neu","none","german","zum einen erstmal danke sowas hört man gern, wenn man als private Nachrichten liest ich sei behindert etc ;)

zu den Tipps: As fast as possible ;) also so früh wie möglich. Dann solltest du es live sehen und dir aufm editor oder so notizen machen. Zudem solltest du mit z.B. Photoscape die Bilder der Partie im format um 800x600 kombinieren, und dann auf paint ein Textfeld mit dem Ergebnis einfügen, und mit Audacity aufnehmen ;)

LG"
"neu","none","german","Wisst ihr woran die Kiefern eingehen? Ich versuche ja noch den Käfer aus meinem Wald zu halten,  bei Bäumen mit Sturmschäden kann der Käfer nach 2-3 Jahren teils die Oberhand gewinnen,  noch sind's aber Einzelfälle im Gegensatz zu den Fichten, die es hier fast komplett gerafft hat. Was da letzten Herbst noch lebte, stand bei den Fällungen im Weg und war dann genau betrachtet auch schon oft befallen. 
Beim Kumpel im Süden rafft es aber jetzt auch massig Kiefern dahin, nicht  2-3 auf größerer Fläche sondern geschätzt 1/3 vom Bestand. Da ist die Rede vom Diplodia Pilz. 

Hier bei Braunschweig kann ich mit meinem Holzvergaser noch gegen den Schwund in meinen gut 3ha anheizen und habe auch noch Fichtenkäferholz dazu genommen, statt aktiv noch mehr einzuschlagen. Wenn aber was mit 1/3 Ausfall pro Jahr auf uns zukommt, wird bei den Kiefermengen von hier an der A2 lang zu Euch rüber mal wieder zu viel zusammen kommen, als dass es sich noch würde nutzen lassen... so wie mit den Fichten aktuell...

Da wird einem echt übel, wie schnell das regional teils abläuft...

Klasse Einsatz,  Respekt,  dass Du in solche spröden Krüppel noch rein steigst. Klar, gesichert über einen zweiten Baum,  aber das Zeugs ist ja teils echt spröde!"
"pos","none","german","Wollte stränen aber meine Mutter meine lass es doch einfach über sein ganzen Kopf machen 😂"
"neu","none","english","oh look! Another band I've been forgetting to check out for years and once I check them out I realise how much of an idiot I was for not listening to them!"
"pos","none","english","Fffffresh!!"
"neu","none","english","SCURRR Goon zum Spoon is back"
"neu","none","german","Update: Problem gelöst!<br>Nach dem Start einer kalten Maschine, wird etwas Wasser durch die &quot;Spülleitung&quot; ausgespült und auch etwas warmes Wasser durch die Brüheinheit durch die &quot;Kaffeeleitung&quot;.<br>Am Ausguss kommen also zwei getrennte Leitungen an. Bei mir war das Problem, dass die Kaffeeleitung nichts mehr transportiert hat, denn der &quot;Kaffee&quot; (bzw. das warme Wasser) ist von der Brüheinheit nicht in die &quot;Kaffeeleitung&quot; gelangt, sondern in der Maschine nach unten weggelaufen. 😒<br>Ursache war, dass der Schlauch der Kaffeeleitung trotz Klemmring von der Schlautülle abgerutscht war. Diese Schlauchtülle bewegt sich mit der Kippeinheit im Innern der Maschine immer hin und her und hat somit vielleicht ihren Halt im Laufe der Zeit verloren. Um an diese Stelle zu kommen muss das Mahlwerk sorgfältig entfernt werden und dann einen kleine schwarze Kunststoffabdeckung mit einer Schraube abgeschraubt werden. Darunter muss die Kaffeeleitung mit einer Schlauchschelle auf der Schlauchtülle gesichert werden. Bei der Gelegenheit empfiehlt es sich die Kaffeeleitung mit heißem Wasser gut auszuspülen.<br>Ich vermute, dass dieser Fehler häufig eine Ursache für die innere Undichtigkeit ist; aber nicht viele werden den Weg bis zu dieser Stelle finden."
"pos","none","english","Major heat 🔥🔥🎆"
"neu","none","english","Done!"
"pos","none","english","This is so dense with good hints! Great video tutorial!"
"neg","hate","german","+Max Eipp &quot;Wirtschaftsflüchtlinge&quot; triffts. Die Fliehen vor der Wirtschaft nach Berlin, ned das se dohanda no wass schaffe miasdat."
"neu","none","german","#läuftmitarka
#riff300 
#arkaproduktpaket
kann ich gut gebrauchen, erstes Becken INC"
"neu","none","emoticon","Ha Gay :D"
"pos","none","german","Hey, ich habe das schwarze Snap-in-Cover für den Mini hier liegen (frag nicht...einer meiner vielen \"Planer, die für mich nicht funktionieren\"-Fehlgriffe). Wenn Du magst, schicke ich es Dir zu - dann schreib mir in deiner nächsten Mail einfach Deine Adresse. Ich habe wirklich keine Verwendung dafür :-)"
"neg","hate","german","du homo xD Kappa &lt;3<br><a href=\"http://www.youtube.com/results?search_query=%23NOhome\">#NOhome</a>"
"neu","none","german","Ich war bis jetzt immer Iphone Nutzer. Ich musste neue Handy kaufen musste und habe ich mich für Huawei Mate 20 pro entschieden. Leider war ein falsches Entscheidung. Ich bereue mich einfach.

Ich habe mir über aliexpress huawei freebuds 2 pro bestellt. Habe bekommen ın schwarze Farbe.

Schaut sehr elegant und cool aus. Halten sehr gut bei Ohren.

Aber leute qualitet leider einfach schlecht!
Wenn du telefonierst hörst sehr schlecht.

Verbindung wird oft unterbrochen

Obwohl das Handy in der Hosentasche ist, oft kein Verbindung.

Lautstärke ist nicht genug

Hat kein nützliche Apps.

Alles auf chinesische Sprache.

Wenn ich von 1-5 punkte geben sollte, habe nur 4 gegeben. Weil die farbe und aussehen einfach coll aus.

Ich bin kein fake Person oder werberagentur. Ich habe nur geschrieben was ich bis jetzt erfahren habe.

Ich glaube nicht dass ich wieder huawei entscheide. Ich warte bis die ıphone 11 raus kommt, dann nie wieder Huawei. Es tut mir leid aber es ist einfach so."
"pos","none","german","luk master Dankeschön Luk :D Ist es, in der Tat :)"
